age,workclass,educational-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital_diff
18,State-gov,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0,0
56,Private,10,Divorced,Sales,Not-in-family,White,Male,60,United-States,1,14084
28,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,unknown,0,0
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
36,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,1,7688
31,Private,9,Separated,Handlers-cleaners,Not-in-family,White,Male,70,United-States,0,0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0
46,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,36,United-States,0,0
47,unknown,11,Divorced,unknown,Not-in-family,White,Female,40,United-States,0,0
41,Private,6,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0,0
28,Private,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,18,United-States,0,0
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0
28,Private,9,Married-spouse-absent,Adm-clerical,Own-child,White,Female,40,United-States,0,0
42,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,1,-1902
47,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,44,United-States,0,0
63,unknown,13,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,0,0
63,Local-gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,48,United-States,0,4650
39,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0,0
23,Private,12,Never-married,Tech-support,Own-child,White,Female,40,United-States,0,0
31,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,52,United-States,0,0
52,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1,0
64,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,30,unknown,0,0
62,Private,13,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,1,0
48,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,35,United-States,1,0
22,unknown,10,Never-married,unknown,Own-child,Asian-Pac-Islander,Male,24,unknown,0,0
18,Private,10,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0,0
46,Private,9,Divorced,Sales,Not-in-family,White,Female,33,United-States,0,0
29,Private,12,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0,0
44,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,35,United-States,0,0
21,unknown,13,Never-married,unknown,Own-child,White,Male,40,United-States,0,0
60,Private,11,Widowed,Machine-op-inspct,Not-in-family,White,Female,45,Other,0,0
24,Private,10,Never-married,Sales,Own-child,White,Male,35,United-States,0,0
61,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,-1902
34,Private,7,Never-married,Sales,Unmarried,White,Female,65,Other,0,0
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
36,Local-gov,12,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,0,0
45,State-gov,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0
47,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,0,-2258
37,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,Other,1,0
35,Private,12,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0,0
23,Private,8,Never-married,Other-service,Not-in-family,White,Male,60,United-States,0,0
34,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0,0
27,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Other,0,0
44,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,Other,1,0
20,Private,9,Never-married,Transport-moving,Own-child,White,Female,35,United-States,0,0
30,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,1,-1848
28,Private,3,Never-married,Craft-repair,Not-in-family,White,Male,40,Other,0,0
35,Private,6,Divorced,Sales,Unmarried,White,Female,38,United-States,0,0
33,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0
33,Local-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0
36,State-gov,9,Widowed,Other-service,Unmarried,White,Female,8,United-States,0,0
25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0
19,State-gov,9,Never-married,Other-service,Not-in-family,White,Female,18,United-States,0,0
53,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,48,United-States,1,0
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,4386
40,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,45,Other,1,0
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,0,0
50,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,0,0
47,unknown,10,Married-civ-spouse,unknown,Wife,White,Female,8,United-States,0,0
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1,-1887
28,unknown,7,Never-married,unknown,Unmarried,Black,Female,30,United-States,0,0
36,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,50,United-States,0,0
48,Private,4,Divorced,Other-service,Not-in-family,White,Male,40,United-States,0,0
48,Self-emp-not-inc,10,Divorced,Transport-moving,Unmarried,White,Female,53,United-States,0,0
43,Private,10,Divorced,Sales,Not-in-family,White,Male,42,United-States,0,0
70,Local-gov,6,Divorced,Transport-moving,Not-in-family,Black,Male,20,United-States,0,0
23,Private,9,Never-married,Other-service,Not-in-family,Black,Female,55,United-States,0,2977
57,Private,3,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,0
62,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,6,United-States,0,0
26,Private,9,Never-married,Adm-clerical,Own-child,White,Male,50,United-States,0,0
42,Local-gov,13,Divorced,Prof-specialty,Other-relative,White,Female,55,United-States,0,0
36,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,31,United-States,1,0
43,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,0,0
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0
33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0,0
48,Private,9,Never-married,Sales,Unmarried,White,Female,40,United-States,0,0
32,Private,15,Married-AF-spouse,Prof-specialty,Wife,White,Female,60,United-States,1,99999
30,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,0
58,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1,0
52,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,unknown,1,0
25,Private,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0,0
39,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,0
39,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,1,0
18,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0,0
55,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,0,0
26,Local-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,75,United-States,1,0
69,unknown,15,Married-civ-spouse,unknown,Husband,White,Male,35,United-States,1,0
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,10,unknown,0,0
19,Private,6,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0,0
21,Private,10,Never-married,Craft-repair,Own-child,White,Male,25,United-States,0,0
36,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0
49,unknown,9,Widowed,unknown,Not-in-family,White,Female,80,United-States,0,0
42,Private,4,Divorced,Other-service,Unmarried,White,Female,40,unknown,0,0
40,Private,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,35,United-States,0,0
35,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,1,0
31,Private,7,Never-married,Other-service,Own-child,White,Male,30,Other,0,0
45,Private,9,Widowed,Farming-fishing,Unmarried,White,Male,65,United-States,0,0
52,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
23,Private,12,Never-married,Sales,Own-child,White,Female,35,United-States,0,0
29,Private,7,Separated,Other-service,Own-child,Black,Female,40,United-States,0,0
42,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1,0
36,unknown,9,Never-married,unknown,Own-child,White,Male,40,United-States,0,0
61,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0,0
58,Private,4,Separated,Other-service,Not-in-family,White,Female,24,United-States,0,0
47,Private,9,Never-married,Sales,Not-in-family,White,Female,65,United-States,1,0
31,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,0,0
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,0,0
34,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
62,Local-gov,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0,0
23,Private,10,Never-married,Prof-specialty,Not-in-family,Other,Female,35,United-States,0,0
47,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,Other,1,0
59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,2635
18,Private,6,Never-married,Craft-repair,Own-child,White,Female,30,United-States,0,0
40,Local-gov,13,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0,0
38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,0,0
45,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0,0
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,5013
57,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,0,0
22,State-gov,11,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,0,0
30,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0
42,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
32,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,7298
40,Private,5,Never-married,Craft-repair,Other-relative,Black,Male,40,United-States,0,0
50,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,1,7298
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,0
38,Federal-gov,10,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,United-States,0,-1628
31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,1,0
31,Private,9,Separated,Other-service,Unmarried,White,Female,24,United-States,0,0
49,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1,0
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,0,0
70,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,12,United-States,0,0
45,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,37,United-States,1,15024
35,unknown,12,Married-civ-spouse,unknown,Wife,White,Female,12,United-States,1,5178
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0
19,Private,8,Never-married,Sales,Own-child,White,Female,30,United-States,0,0
41,State-gov,9,Separated,Handlers-cleaners,Unmarried,White,Male,40,United-States,0,0
40,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,0,0
44,Private,9,Separated,Machine-op-inspct,Own-child,Black,Male,40,United-States,0,0
21,Private,9,Never-married,Other-service,Other-relative,White,Male,40,United-States,0,0
39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0,0
63,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,1,0
53,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,40,United-States,1,10520
55,unknown,9,Married-spouse-absent,unknown,Unmarried,Black,Female,40,United-States,0,0
19,Private,10,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,40,United-States,0,0
45,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0,0
52,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,80,United-States,0,0
18,Private,8,Never-married,Prof-specialty,Own-child,White,Male,18,United-States,0,0
45,Private,13,Never-married,Sales,Not-in-family,White,Female,50,United-States,0,0
46,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,0,0
50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0
25,Private,9,Never-married,Sales,Unmarried,White,Female,40,United-States,0,0
51,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
52,Local-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0
55,unknown,6,Widowed,unknown,Not-in-family,White,Female,45,United-States,0,0
48,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0
27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,0,0
29,Local-gov,6,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,0,0
53,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
26,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,Other,0,0
27,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,0
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0
19,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,40,Other,0,0
22,State-gov,10,Never-married,Other-service,Own-child,Black,Male,20,United-States,0,0
29,Private,11,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
55,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
36,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,1,0
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,-1902
57,Private,9,Never-married,Other-service,Other-relative,Black,Female,32,United-States,0,0
34,Local-gov,9,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,0
70,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0,0
59,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0,0
51,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,0,0
34,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,3103
32,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,Other,0,0
44,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,1,0
23,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0
33,Private,8,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0,0
39,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0,0
26,Private,10,Never-married,Craft-repair,Unmarried,White,Male,40,Mexico,0,0
39,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1,0
35,Private,9,Divorced,Sales,Not-in-family,White,Male,60,United-States,1,27828
53,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,4865
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,7688
70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,2414
44,Local-gov,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0
70,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,21,United-States,0,0
19,Private,11,Never-married,Other-service,Own-child,White,Female,20,United-States,0,0
28,Local-gov,9,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,0,0
50,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,52,United-States,0,0
